trt,gen,zero1,lt151,gt151,zero2,lt152,gt152,tot1,spo1,veg1,mat1,tot2,spo2,veg2,mat2
temp_lbeta_1_0.500,0,29999,5947,54052,89998,0,0,59999,2459,2500,2573,0,0,0,0
temp_lbeta_1_0.667,0,29998,6071,53929,89998,0,0,60000,2432,2451,2573,0,0,0,0
temp_lbeta_1_0.800,0,30000,5961,54037,89998,0,0,59998,2637,2544,2488,0,0,0,0
temp_lbeta_1_1.000,0,30000,6059,53939,89998,0,0,59998,2512,2543,2461,0,0,0,0
temp_lbeta_1_1.250,0,29999,5894,54105,89998,0,0,59999,2531,2529,2472,0,0,0,0
temp_lbeta_1_1.500,0,30000,6053,53945,89998,0,0,59998,2516,2481,2535,0,0,0,0
temp_lbeta_1_2.000,0,30000,5922,54076,89998,0,0,59997,2476,2510,2476,0,0,0,0
temp_ubeta_1_0.500,0,29999,6081,53918,89998,0,0,59999,2529,2542,2552,0,0,0,0
temp_ubeta_1_0.667,0,29999,6019,53980,89998,0,0,59999,2475,2476,2459,0,0,0,0
temp_ubeta_1_0.800,0,30000,6015,53983,89998,0,0,59998,2498,2529,2453,0,0,0,0
temp_ubeta_1_1.000,0,29999,5995,54004,89998,0,0,59999,2573,2485,2471,0,0,0,0
temp_ubeta_1_1.250,0,29998,5938,54062,89998,0,0,60000,2559,2552,2539,0,0,0,0
temp_ubeta_1_1.500,0,30000,6080,53918,89998,0,0,59998,2515,2497,2489,0,0,0,0
temp_ubeta_1_2.000,0,29999,6059,53940,89998,0,0,59999,2494,2570,2511,0,0,0,0
temp_lbeta_1_0.500,25,20367,2349,67282,44353,111,45534,69631,362,1862,41192,45645,8,50,43951
temp_lbeta_1_0.667,25,24835,2891,62272,46718,167,43113,65163,364,2693,33439,43280,18,95,40710
temp_lbeta_1_0.800,25,28165,3030,58803,48482,223,41293,61833,450,3892,28401,41516,22,149,37926
temp_lbeta_1_1.000,25,32505,3254,54239,50860,293,38845,57493,376,6655,21112,39138,44,386,32868
temp_lbeta_1_1.250,25,38068,3175,48755,54153,327,35518,51930,436,9244,14234,35845,55,712,25783
temp_lbeta_1_1.500,25,42056,2919,45023,56618,414,32966,47942,480,11180,9482,33380,59,1185,18841
temp_lbeta_1_2.000,25,39321,1323,49354,54513,117,35368,50677,1200,25145,12565,35485,86,1096,24280
temp_ubeta_1_0.500,25,18885,1585,69528,43491,167,46340,71113,1,15,40020,46507,3,2,43219
temp_ubeta_1_0.667,25,25134,1608,63256,46808,221,42969,64864,12,7,26552,43190,1,0,37138
temp_ubeta_1_0.800,25,30017,1590,58391,49333,254,40411,59981,20,8,17725,40665,4,2,31173
temp_ubeta_1_1.000,25,38086,1575,50337,53754,293,35951,51912,30,18,7296,36244,6,11,20142
temp_ubeta_1_1.250,25,47179,1731,41088,59126,322,30550,42819,59,42,2193,30872,11,16,10529
temp_ubeta_1_1.500,25,54747,1103,34148,62868,220,26910,35251,126,37,1069,27130,40,8,7203
temp_ubeta_1_2.000,25,67533,708,21757,71458,109,18431,22465,128,79,188,18540,41,31,12221
temp_lbeta_1_0.500,50,24104,2939,62955,47009,157,42832,65894,173,3081,44151,42989,14,128,41881
temp_lbeta_1_0.667,50,26431,4099,59468,48161,239,41598,63567,127,6512,35627,41837,6,286,40225
temp_lbeta_1_0.800,50,27364,4673,57961,48763,233,41002,62634,132,10691,31011,41235,8,532,39031
temp_lbeta_1_1.000,50,28937,4688,56373,49362,279,40357,61061,75,16852,27491,40636,5,1107,37895
temp_lbeta_1_1.250,50,31798,5342,52858,50807,365,38826,58200,47,21802,23976,39191,6,1743,35536
temp_lbeta_1_1.500,50,34784,4217,50997,52485,367,37146,55214,57,23452,21300,37513,11,2320,32780
temp_lbeta_1_2.000,50,41313,158,48527,55896,34,34068,48684,157,23970,20502,34102,31,1474,31254
temp_ubeta_1_0.500,50,28166,298,61534,48583,47,41368,61832,0,0,60794,41415,0,0,41361
temp_ubeta_1_0.667,50,35076,398,54524,52045,47,37906,54920,0,0,51970,37953,0,0,37679
temp_ubeta_1_0.800,50,39854,330,49814,54775,56,35167,50144,0,0,43635,35223,0,0,34563
temp_ubeta_1_1.000,50,47052,479,42467,58980,96,30922,42946,0,0,26784,31018,0,0,28022
temp_ubeta_1_1.250,50,53817,766,35415,63108,181,26709,36181,5,0,8048,26890,0,0,16066
temp_ubeta_1_1.500,50,62446,510,27042,68891,127,20980,27552,4,0,2584,21107,6,0,7879
temp_ubeta_1_2.000,50,74588,525,14885,77058,82,12858,15410,21,9,377,12940,10,0,6530
temp_lbeta_1_0.500,75,23207,5026,61765,46706,147,43145,66791,83,5566,43165,43292,6,200,42266
temp_lbeta_1_0.667,75,24099,6843,59056,47066,292,42640,65899,65,11517,35188,42932,5,533,41269
temp_lbeta_1_0.800,75,24918,6632,58448,47256,322,42420,65080,35,16835,31525,42719,2,893,40680
temp_lbeta_1_1.000,75,27175,6359,56464,48676,414,40908,62823,12,22588,28416,41322,0,1452,38803
temp_lbeta_1_1.250,75,29346,7199,53453,49682,451,39865,60652,16,27444,25664,40316,2,2121,37425
temp_lbeta_1_1.500,75,32354,5673,51971,51126,479,38393,57644,2,28377,23609,38872,2,2705,35353
temp_lbeta_1_2.000,75,40901,85,49012,55918,2,34078,49096,7,24980,21923,34080,0,1413,32435
temp_ubeta_1_0.500,75,33842,85,56071,51753,4,38241,56156,0,0,56128,38245,0,0,38245
temp_ubeta_1_0.667,75,42735,92,47171,56623,11,33364,47263,0,0,47095,33374,0,0,33360
temp_ubeta_1_0.800,75,47334,89,42575,59295,22,30681,42664,0,0,41924,30703,0,0,30619
temp_ubeta_1_1.000,75,52909,215,36874,62646,36,27316,37088,0,0,33055,27352,0,0,26719
temp_ubeta_1_1.250,75,45916,125,43957,54577,25,35396,44082,0,0,6957,35421,0,0,11688
temp_ubeta_1_1.500,75,64385,279,25334,69887,55,20056,25613,0,0,5068,20111,0,0,10879
temp_ubeta_1_2.000,75,77734,280,11984,79594,44,10360,12264,5,0,679,10404,1,0,5192
temp_lbeta_1_0.500,100,22296,6735,60967,45991,265,43742,67702,63,7144,42899,44007,7,251,42937
temp_lbeta_1_0.667,100,23463,9195,57340,46733,365,42900,66535,23,14227,34919,43265,0,656,41642
temp_lbeta_1_0.800,100,24737,8368,56893,47585,445,41968,65261,24,19166,31631,42397,1,978,40432
temp_lbeta_1_1.000,100,26502,6905,56591,48112,425,41461,63496,12,24802,28895,41886,2,1549,39524
temp_lbeta_1_1.250,100,28961,8596,52441,49436,542,40020,61037,1,28261,26015,40562,0,2124,37735
temp_lbeta_1_1.500,100,31952,6907,51139,51054,510,38434,58046,0,29436,23843,38944,0,2606,35781
temp_lbeta_1_2.000,100,40818,71,49109,55836,5,34157,49180,0,25306,21834,34162,0,1425,32577
temp_ubeta_1_0.500,100,35282,64,54652,52862,8,37128,54716,0,0,54714,37136,0,0,37136
temp_ubeta_1_0.667,100,46417,6,43575,59113,0,30885,43581,0,0,43570,30885,0,0,30885
temp_ubeta_1_0.800,100,51976,38,37984,62224,8,27766,38019,0,0,37926,27774,0,0,27770
temp_ubeta_1_1.000,100,57271,61,32666,65496,14,24488,32727,0,0,31745,24502,0,0,24354
temp_ubeta_1_1.250,100,63078,50,26870,69162,4,20832,26920,0,0,13048,20836,0,0,16011
temp_ubeta_1_1.500,100,66626,84,23288,71640,13,18345,23372,0,0,8331,18358,0,0,12878
temp_ubeta_1_2.000,100,80059,214,9725,81441,21,8536,9939,0,0,1018,8557,0,0,4539
temp_lbeta_1_0.500,125,21459,8909,59630,45780,328,43890,68539,57,8650,41869,44218,0,305,43061
temp_lbeta_1_0.667,125,23042,11375,55581,46496,518,42984,66955,13,15704,34935,43502,0,790,41852
temp_lbeta_1_0.800,125,23769,10030,56199,46635,468,42895,66229,5,20991,31525,43356,0,1046,41510
temp_lbeta_1_1.000,125,25760,8223,56015,47949,475,41574,64238,1,25881,28731,42049,1,1661,39604
temp_lbeta_1_1.250,125,29147,9324,51527,49681,605,39712,60851,0,28121,26357,40317,0,2158,37582
temp_lbeta_1_1.500,125,31906,7979,50113,51073,541,38384,58092,0,29758,23593,38925,0,2714,35670
temp_lbeta_1_2.000,125,41085,181,48732,56014,18,33966,48913,0,25068,21635,33984,0,1496,32291
temp_ubeta_1_0.500,125,35807,0,54191,53261,0,36737,54190,0,0,54191,36735,0,0,36737
temp_ubeta_1_0.667,125,47277,0,42721,59499,0,30499,42721,0,0,42716,30499,0,0,30499
temp_ubeta_1_0.800,125,54457,7,35534,63816,5,26177,35538,0,0,35517,26182,0,0,26179
temp_ubeta_1_1.000,125,60550,12,29436,67491,1,22506,29448,0,0,29143,22507,0,0,22481
temp_ubeta_1_1.250,125,65081,23,24894,70705,5,19288,24917,0,0,18121,19293,0,0,17839
temp_ubeta_1_1.500,125,68313,55,21630,72842,13,17143,21685,0,0,11468,17156,0,0,14380
temp_ubeta_1_2.000,125,81558,229,8211,82639,28,7331,8440,0,0,1303,7359,0,0,3989
temp_lbeta_1_0.500,150,19231,12028,58739,44667,393,44938,70767,25,11103,39141,45331,2,372,44134
temp_lbeta_1_0.667,150,21036,14582,54380,45695,553,43750,68962,20,18453,33404,44303,0,731,42655
temp_lbeta_1_0.800,150,23080,11048,55870,46380,470,43148,66918,2,22528,31275,43618,0,1149,41636
temp_lbeta_1_1.000,150,25666,8999,55333,47929,489,41580,64332,0,26251,28569,42069,1,1569,39760
temp_lbeta_1_1.250,150,29157,10204,50637,49696,636,39666,60841,0,28726,25672,40302,0,2187,37481
temp_lbeta_1_1.500,150,32027,8236,49735,50973,653,38372,57971,0,29507,23803,39025,0,2655,35811
temp_lbeta_1_2.000,150,40959,366,48673,56080,47,33871,49039,0,25156,21655,33918,0,1757,31951
temp_ubeta_1_0.500,150,35524,0,54474,52873,0,37125,54474,0,0,54473,37125,0,0,37125
temp_ubeta_1_0.667,150,46966,0,43032,59269,0,30729,43032,0,0,43022,30729,0,0,30728
temp_ubeta_1_0.800,150,55082,0,34916,64372,0,25626,34916,0,0,34895,25626,0,0,25626
temp_ubeta_1_1.000,150,63492,0,26506,69655,0,20343,26506,0,0,26381,20343,0,0,20325
temp_ubeta_1_1.250,150,66073,24,23901,71184,9,18805,23925,0,0,20454,18814,0,0,18118
temp_ubeta_1_1.500,150,70409,18,19571,74350,0,15648,19589,0,0,13471,15648,0,0,14430
temp_ubeta_1_2.000,150,82588,54,7356,83518,17,6463,7410,0,0,2130,6480,0,0,4291
temp_lbeta_1_0.500,175,17351,15216,57431,43752,468,45778,72646,57,14502,33894,46246,1,444,44917
temp_lbeta_1_0.667,175,18181,18032,53785,43869,627,45502,71817,12,23613,29940,46129,6,804,44513
temp_lbeta_1_0.800,175,20859,12697,56442,45556,525,43917,69139,3,25613,29515,44442,0,1068,42602
temp_lbeta_1_1.000,175,24329,10053,55616,47113,548,42337,65669,0,28229,27555,42885,0,1586,40590
temp_lbeta_1_1.250,175,28460,11370,50168,49268,732,39998,61538,0,29048,25891,40730,0,2168,37996
temp_lbeta_1_1.500,175,31781,9255,48962,50869,748,38381,58216,0,29782,23808,39128,0,2738,35825
temp_lbeta_1_2.000,175,40700,704,48594,55891,55,34052,49298,0,25481,21359,34107,0,1908,31994
temp_ubeta_1_0.500,175,36156,0,53842,53396,0,36602,53841,0,0,53842,36602,0,0,36602
temp_ubeta_1_0.667,175,47136,0,42862,59600,0,30398,42862,0,0,42858,30398,0,0,30398
temp_ubeta_1_0.800,175,54736,0,35262,64036,0,25962,35262,0,0,35235,25962,0,0,25958
temp_ubeta_1_1.000,175,64131,0,25867,69944,0,20054,25867,0,0,25781,20054,0,0,20047
temp_ubeta_1_1.250,175,68056,23,21919,72736,7,17255,21940,0,0,20198,17262,0,0,16972
temp_ubeta_1_1.500,175,71930,1,18067,75332,0,14666,18068,0,0,14563,14666,0,0,14091
temp_ubeta_1_2.000,175,83146,9,6843,84052,2,5944,6852,0,0,2566,5946,0,0,4579
temp_lbeta_1_0.500,200,12373,21329,56296,41096,513,48389,77625,67,22951,21409,48902,3,539,47400
temp_lbeta_1_0.667,200,15707,21501,52790,42881,674,46443,74291,15,28574,25323,47117,0,901,45410
temp_lbeta_1_0.800,200,16998,15222,57778,43515,517,45966,72999,1,32761,23878,46483,0,1189,44595
temp_lbeta_1_1.000,200,21135,11412,57451,45642,450,43906,68863,0,33489,24311,44356,0,1673,42032
temp_lbeta_1_1.250,200,27711,11911,50376,48806,777,40415,62287,0,30035,25857,41192,0,2178,38411
temp_lbeta_1_1.500,200,32001,9952,48045,51126,729,38143,57997,0,29400,23870,38872,0,2560,35774
temp_lbeta_1_2.000,200,40135,1024,48839,55696,112,34190,49863,0,25981,21349,34302,0,2093,31978
temp_ubeta_1_0.500,200,36001,0,53997,53238,0,36760,53996,0,0,53997,36760,0,0,36758
temp_ubeta_1_0.667,200,46757,0,43241,59089,0,30909,43241,0,0,43227,30909,0,0,30909
temp_ubeta_1_0.800,200,55473,0,34525,64524,0,25474,34525,0,0,34510,25474,0,0,25474
temp_ubeta_1_1.000,200,64905,0,25093,70627,0,19371,25093,0,0,25051,19371,0,0,19365
temp_ubeta_1_1.250,200,68787,2,21209,73007,0,16991,21211,0,0,20272,16991,0,0,16861
temp_ubeta_1_1.500,200,73752,0,16246,76628,0,13370,16246,0,0,14046,13370,0,0,13006
temp_ubeta_1_2.000,200,84007,4,5987,84744,2,5252,5991,0,0,2947,5254,0,0,4612
temp_lbeta_1_0.500,225,10720,23535,55743,40217,470,49311,79278,39,27877,16133,49781,0,565,48341
temp_lbeta_1_0.667,225,15835,21622,52541,43198,726,46074,74163,10,29135,25669,46800,0,870,45156
temp_lbeta_1_0.800,225,13650,18190,58158,41906,475,47617,76348,1,39922,17997,48092,0,1149,46329
temp_lbeta_1_1.000,225,17410,13584,59004,43695,503,45800,72588,1,40557,20309,46303,0,1566,44051
temp_lbeta_1_1.250,225,27333,12480,50185,48729,775,40494,62664,0,30967,25288,41269,0,2148,38576
temp_lbeta_1_1.500,225,32056,10020,47922,51114,726,38158,57942,0,29373,23735,38884,0,2658,35726
temp_lbeta_1_2.000,225,40347,1633,48018,55754,144,34100,49651,0,25983,20842,34244,0,2099,31847
temp_ubeta_1_0.500,225,36503,0,53495,53582,0,36416,53495,0,0,53494,36416,0,0,36416
temp_ubeta_1_0.667,225,47483,0,42515,59863,0,30135,42515,0,0,42508,30135,0,0,30135
temp_ubeta_1_0.800,225,55579,0,34419,64556,0,25442,34418,0,0,34411,25442,0,0,25442
temp_ubeta_1_1.000,225,65878,0,24120,71236,0,18762,24120,0,0,24059,18762,0,0,18757
temp_ubeta_1_1.250,225,70346,0,19652,74169,0,15829,19652,0,0,19191,15829,0,0,15743
temp_ubeta_1_1.500,225,75600,0,14398,77984,0,12014,14398,0,0,13325,12014,0,0,11828
temp_ubeta_1_2.000,225,85261,0,4737,85737,0,4261,4737,0,0,2934,4261,0,0,3953
temp_lbeta_1_0.500,250,10583,23625,55790,40318,450,49230,79415,58,29794,15335,49680,0,559,48288
temp_lbeta_1_0.667,250,12209,25443,52346,40958,630,48410,77789,6,36716,17392,49039,0,799,47425
temp_lbeta_1_0.800,250,12382,19188,58428,41105,541,48352,77616,6,43972,15181,48893,0,1037,47202
temp_lbeta_1_1.000,250,15025,14404,60569,42257,438,47303,74973,0,46555,16287,47741,0,1516,45695
temp_lbeta_1_1.250,250,24705,14181,51112,47305,752,41941,65293,0,34782,23267,42693,0,2108,40090
temp_lbeta_1_1.500,250,31629,9922,48447,50887,740,38371,58369,0,29985,23557,39111,0,2553,35986
temp_lbeta_1_2.000,250,40225,2627,47146,55427,263,34308,49772,0,26274,20764,34571,0,2335,31930
temp_ubeta_1_0.500,250,36095,0,53903,53478,0,36520,53903,0,0,53903,36520,0,0,36520
temp_ubeta_1_0.667,250,47201,0,42797,59556,0,30442,42797,0,0,42786,30442,0,0,30442
temp_ubeta_1_0.800,250,56021,0,33977,65028,0,24970,33977,0,0,33960,24969,0,0,24969
temp_ubeta_1_1.000,250,66068,0,23930,71374,0,18624,23930,0,0,23900,18624,0,0,18619
temp_ubeta_1_1.250,250,72339,0,17659,75586,0,14412,17658,0,0,17417,14412,0,0,14376
temp_ubeta_1_1.500,250,76915,0,13083,79034,0,10964,13083,0,0,12489,10964,0,0,10886
temp_ubeta_1_2.000,250,86012,0,3986,86427,0,3571,3986,0,0,2797,3571,0,0,3432
temp_lbeta_1_0.500,275,10507,23492,55999,40172,454,49372,79491,57,31180,15083,49826,0,570,48444
temp_lbeta_1_0.667,275,11165,25713,53120,40444,571,48983,78833,5,40172,15426,49554,0,885,47943
temp_lbeta_1_0.800,275,12038,19626,58334,40616,440,48942,77960,1,45193,14854,49382,0,1134,47686
temp_lbeta_1_1.000,275,14049,14817,61132,42112,405,47481,75949,0,49398,14639,47886,0,1395,46024
temp_lbeta_1_1.250,275,25116,13116,51766,47175,621,42202,64881,0,33957,24318,42823,0,1921,40370
temp_lbeta_1_1.500,275,30964,9974,49060,50536,792,38670,59034,0,30658,23581,39462,0,2609,36371
temp_lbeta_1_2.000,275,39290,3430,47278,55047,347,34604,50708,0,27529,20294,34951,0,2680,31944
temp_ubeta_1_0.500,275,36428,0,53570,53490,0,36508,53570,0,0,53564,36508,0,0,36508
temp_ubeta_1_0.667,275,47514,0,42484,59652,0,30346,42484,0,0,42478,30346,0,0,30346
temp_ubeta_1_0.800,275,55973,0,34025,64928,0,25070,34025,0,0,33994,25070,0,0,25068
temp_ubeta_1_1.000,275,66164,0,23834,71470,0,18528,23834,0,0,23807,18528,0,0,18520
temp_ubeta_1_1.250,275,73620,0,16378,76678,0,13320,16378,0,0,16243,13320,0,0,13287
temp_ubeta_1_1.500,275,78426,0,11572,80183,0,9815,11572,0,0,11288,9815,0,0,9768
temp_ubeta_1_2.000,275,86737,0,3261,87070,0,2928,3261,0,0,2529,2928,0,0,2798
temp_lbeta_1_0.500,300,10441,22267,57290,40360,422,49216,79556,38,31694,15361,49638,0,505,48341
temp_lbeta_1_0.667,300,11370,25624,53004,40496,549,48953,78628,11,40460,14858,49502,0,881,47978
temp_lbeta_1_0.800,300,12124,19223,58651,40976,496,48526,77874,0,45327,14823,49022,0,1079,47400
temp_lbeta_1_1.000,300,14122,14948,60928,41998,359,47641,75875,0,50034,14252,48000,0,1318,46250
temp_lbeta_1_1.250,300,23125,14617,52256,46552,704,42742,66873,0,37503,21911,43446,0,1988,40895
temp_lbeta_1_1.500,300,30695,9402,49901,50554,753,38691,59303,0,31670,23242,39444,0,2592,36314
temp_lbeta_1_2.000,300,38890,3945,47163,54920,426,34652,51108,0,28073,20021,35078,0,2760,31952
temp_ubeta_1_0.500,300,35971,0,54027,53143,0,36855,54026,0,0,54023,36855,0,0,36855
temp_ubeta_1_0.667,300,47156,0,42842,59488,0,30510,42842,0,0,42833,30510,0,0,30510
temp_ubeta_1_0.800,300,55504,0,34494,64543,0,25455,34494,0,0,34494,25455,0,0,25455
temp_ubeta_1_1.000,300,66383,0,23615,71613,0,18385,23615,0,0,23597,18385,0,0,18385
temp_ubeta_1_1.250,300,74911,0,15087,77562,0,12436,15087,0,0,15041,12436,0,0,12428
temp_ubeta_1_1.500,300,79469,0,10529,81007,0,8991,10529,0,0,10325,8991,0,0,8976
temp_ubeta_1_2.000,300,87757,0,2241,87954,0,2044,2241,0,0,1824,2044,0,0,2022
temp_lbeta_1_0.500,325,10654,22711,56633,40248,495,49255,79344,48,32477,15131,49750,0,656,48154
temp_lbeta_1_0.667,325,11445,24847,53706,40854,548,48596,78553,6,40722,15065,49144,0,825,47667
temp_lbeta_1_0.800,325,11959,19344,58695,40847,463,48688,78039,0,46391,14775,49151,0,1111,47478
temp_lbeta_1_1.000,325,13874,15325,60799,41932,441,47625,76124,0,49930,14629,48066,0,1491,46115
temp_lbeta_1_1.250,325,20278,16018,53702,44909,677,44412,69720,0,43043,19092,45089,0,2101,42546
temp_lbeta_1_1.500,325,29952,9169,50877,49923,681,39394,60046,0,32531,22864,40075,0,2599,37028
